# OBJECT NAME          RA        Dec      Epoch   Preferred   Guiding  Guider
#                   HH MM SS   DD MM SS           Pier Side   Star?    Position
#                                                             1-yes    [cm]
NGC7380             22 45 30   57 55 00   1960    E           1        4.3








NGC4051             12 03 10  44 31 55  2000
NGC4125             12 08 06  65 10 27  2000
NGC4088             12 05 34  50 32 23  2000
NGC4157             12 11 04  50 28 59  2000
NGC4414             12 26 29  31 13 38  2000
NGC4236             12 16 42  69 28 10  2000
NGC4424             12 27 13   9 25 13  2000
NGC4449             12 28 11  44 05 33  2000
NGC4490             12 30 36  41 38 00  2000
NGC4565             12 36 21  25 59 19  2000
NGC4561             12 43 43  16 23 35  2000
NGC4631             12 42 08  32 32 27  2000
NGC4676             12 46 12  30 44 00  2000
NGC4725             12 50 27  25 30 03  2000
NGC4921             13  1 26  27 53  9  2000
NGC4874             12 59 36  27 57 34  2000 
NGC4889             13 00 08  27 58 37  2000
NGC4964		    13 05 24  56 19 22  2000
NGC5278             13 41 40  55 40 00  2000
NGC5466             14 05 27  28 32  4  2000 
NGC5630             14 27 47  41 14 07  2005.7
NGC5669             14 32 45  09 53 12  2000
NGC5907             15 15 54  56 19 44  2000
NGC5985             15 39 37  59 19 52  2000
NGC6210             16 44 29  23 48 00  2000
NGC6217             16 32 39  78 11 54  2000
NGC6229             16 46 59  47 31 40  2000
NGC6543             17 58 33  66 38 00  2000
NGC6796             19 21 30  61 08 12  2000
NGC6811             19 37 10  46 22 30  2000
NGC6823             19 43 09  23 18 00  2000
NGC6826             19 44 48  50 31 00  2000
NGC6830             19 50 59  23 06 00  2000
NGC6834             19 52 12  29 25 00  2000
NGC6842             19 55 02  29 17 19  2000
NGC6857             20 01 48  33 31 33  2000
NGC6866             20 03 55  44 09 30  2000
NGC6871             20 05 59  35 46 36  2000
NGC6888             20 12 06  38 21 18  2000
NGC6910             20 23 06  40 47 00  2000
NGC6913             20 23 56  38 31 23  2000
NGC6913             20 23 56  38 31 23  2000
NGC6934             20 34 11  07 24 15  2000
NGC6946             20 34 48  60  9  0  2000
NGC6960             20 45 38  30 42 30  2000
NGC6992             20 56 20  31 41 48  2000
NGC7023             21 01 36  68 10 10  2000
NGC7044             21 13 00  42 29 00  2000
NGC7063             21 24 21  36 29 12  2000
NGC7086             21 30 27  51 36 00  2000
NGC7128             21 44 00  53 43 00  2000
NGC7129             21 42 56  66 06 10  2000
NGC7160             21 53 40  62 36 12  2000
NGC7235             22 12 25  57 16 30  2000
NGC7243             22 15 08  49 53 54  2000  
NGC7317             22 35 52  33 56 40  2000
NGC7319             22 36 04  33 58 33  2000
